Entrez_id	Symbol
54360	CYTL1
132884	EVC2
1400	CRMP1
389197	C4orf50
152789	JAKMIP1
5522	PPP2R2C
114932	MRFAP1L1
257236	CCDC96
80273	GRPEL1
768239	PSAPL1
60312	AFAP1
84448	ABLIM2
8310	ACOX3
56606	SLC2A9
9948	WDR1
85460	ZNF518B
116449	CLNK
9957	HS3ST1
9364	RAB28
579	NKX3-2
259282	BOD1L1
26234	FBXL5
9982	FGFBP1
83888	FGFBP2
8842	PROM1
202018	TAPT1
9079	LDB2
5860	QDPR
27146	FAM184B
54876	DCAF16
254251	LCORL
80333	KCNIP4
166647	ADGRA3
10891	PPARGC1A
1665	DHX15
91050	CCDC149
55203	LGI2
51091	SEPSECS
23231	SEL1L3
886	CCKAR
116984	ARAP2
768211	RELL1
81793	TLR10
7096	TLR1
10333	TLR6
80008	TMEM156
5981	RFC1
6133	RPL9
7358	UGDH
201895	SMIM14
23244	PDS5A
54502	RBM47
323	APBB2
8929	PHOX2B
389206	BEND4
10396	ATP8A1
386617	KCTD8
285525	YIPF7
132789	GNPDA2
2565	GABRG1
2555	GABRA2
170712	COX7B2
2557	GABRA4
54951	COMMD8
10699	CORIN
152518	NFXL1
1259	CNGA1
7294	TXK
7006	TEC
285527	FRYL
132299	OCIAD2
339977	LRRC66
6443	SGCB
64854	USP46
100288413	ERVMER34-1
152579	SCFD2
84708	LNX1
26511	CHIC2
3791	KDR
9575	CLOCK
132954	PDCL2
10874	NMU
132949	AASDH
5471	PPAT
84525	HOPX
6691	SPINK2
84273	NOA1
3490	IGFBP7
253017	TECRL
2044	EPHA5
1060	CENPC
55236	UBA6
2798	GNRHR
9407	TMPRSS11D
339967	TMPRSS11A
389208	TMPRSS11F
132724	TMPRSS11B
91746	YTHDC1
7367	UGT2B17
7366	UGT2B15
79799	UGT2A3
10720	UGT2B11
7363	UGT2B4
574537	UGT2A2
27284	SULT1B1
6783	SULT1E1
1447	CSN2
3512	JCHAIN
2926	GRSF1
2638	GC
9508	ADAMTS3
285521	COX18
26057	ANKRD17
166824	RASSF6
5196	PF4
5473	PPBP
6374	CXCL5
2921	CXCL3
10895	PPBPP2
2920	CXCL2
685	BTC
25898	RCHY1
8999	CDKL2
9908	G3BP2
5470	PPEF2
27163	NAAA
55153	SDAD1
4283	CXCL9
3627	CXCL10
6373	CXCL11
53371	NUP54
950	SCARB2
339965	CCDC158
345079	SOWAHB
10983	CCNI
246175	CNOT6L
152559	PAQR3
84779	NAA11
2712	GK2
118429	ANTXR2
5593	PRKG2
153020	RASGEF1B
3184	HNRNPD
9987	HNRNPDL
441027	TMEM150C
79966	SCD5
22872	SEC31A
132660	LIN54
51316	PLAC8
27235	COQ2
10855	HPSE
113510	HELQ
84142	ABRAXAS1
4825	NKX6-1
23001	WDFY3
345274	SLC10A6
132989	C4orf36
9524	TECR
57563	KLHL8
345275	HSD17B13
51170	HSD17B11
8404	SPARCL1
9429	ABCG2
152926	PPM1K
84992	PIGY
266812	NAP1L5
10144	FAM13A
285513	GPRIN3
6622	SNCA
7114	TMSB4X
27306	HPGDS
8633	UNC5C
285555	STPG2
10098	TSPAN5
1977	EIF4E
128	ADH5
127	ADH4
130	ADH6
124	ADH1A
125	ADH1B
126	ADH1C
131	ADH7
93587	TRMT10A
285556	C4orf54
8649	LAMTOR3
79982	DNAJB14
3015	H2AFZ
115265	DDIT4L
51705	EMCN
5530	PPP3CA
64116	SLC39A8
4126	MANBA
7323	UBE2D3
150159	SLC9B1
133308	SLC9B2
56898	BDH2
1062	CENPE
6870	TACR3
80319	CXXC4
27068	PPA2
57117	INTS12
93627	TBCK
100507096	GIMD1
27123	DKK2
9061	PAPSS1
51176	LEF1
64850	ETNPPL
84570	COL25A1
839	CASP6
81579	PLA2G12A
3426	CFI
79071	ELOVL6
5308	PITX2
92610	TIFA
63973	NEUROG2
55345	ZGRF1
6231	RPS26
817	CAMK2D
79642	ARSJ
64579	NDST4
133022	TRAM1L1
8492	PRSS12
9871	SEC24D
401152	C4orf3
2169	FABP2
8654	PDE5A
4085	MAD2L1
11107	PRDM5
79625	NDNF
79931	TNIP3
84109	QRFPR
308	ANXA5
132332	
890	CCNA2
55212	BBS7
7222	TRPC3
3558	IL2
59067	IL21
11162	NUDT6
57182	ANKRD50
256471	MFSD8
10424	PGRMC2
132320	SCLT1
132430	PABPC4L
54510	PCDH18
23657	SLC7A11
1998	ELF2
84709	MGARP
4717	NDUFC1
80854	SETD7
55534	MAML3
1047	CLGN
152586	MGAT4D
7350	UCP1
23158	TBC1D9
57484	RNF150
8821	INPP4B
166752	FREM3
2996	GYPE
2994	GYPB
2993	GYPA
10393	ANAPC10
54726	OTUD4
152485	ZNF827
84068	SLC10A7
83894	TTC29
90826	PRMT9
4306	NR3C2
285423	IQCM
987	LRBA
152503	SH3D19
5188	GATB
55294	FBXW7
201799	TMEM154
201798	TIGD4
285533	RNF175
6423	SFRP2
54798	DCHS2
5356	PLRG1
2243	FGA
2266	FGG
79884	MAP9
51802	
1519	CTSO
56034	PDGFC
51313	FAM198B
201725	C4orf46
5481	PPID
152940	C4orf45
56884	FSTL5
92345	NAF1
4886	NPY1R
84076	TKTL2
55016	MARCH1
23520	ANP32C
391712	TRIM61
201931	TMEM192
50859	SPOCK3
55601	DDX60
91351	DDX60L
84869	CBR4
57630	SH3RF1
4750	NEK1
54969	HPF1
9848	MFAP3L
51166	AADAT
3148	HMGB2
11341	SCRG1
9464	HAND2
26269	FBXO8
3248	HPGD
8001	GLRA3
2823	GPM6A
132851	SPATA4
140458	ASB5
7424	VEGFC
175	AGA
1635	DCTD
53842	CLDN22
201965	RWDD4
133121	ENPP6
3660	IRF2
836	CASP3
79682	CENPU
2180	ACSL1
57587	CFAP97
55805	LRP2BP
55325	UFSP2
256309	CCDC110
27295	PDLIM3
8470	SORBS2
4543	MTNR1A
2195	FAT1
205860	TRIML2
448831	FRG2
153478	PLEKHG4B
389257	LRRC14B
6389	SDHA
57491	AHRR
11336	EXOC3
55722	CEP72
9319	TRIP13
85409	NKD2
340024	SLC6A19
348932	SLC6A18
4726	NDUFS6
153571	C5orf38
79192	IRX1
170690	ADAMTS16
23379	ICE1
134111	UBE2QL1
6715	SRD5A1
11044	TENT4A
108	ADCY2
4552	MTRR
22948	CCT5
10299	MARCH6
83853	ROPN1L
651746	ANKRD33B
7204	TRIO
54491	OTULINL
90268	OTULIN
23194	FBXL7
10409	BASP1
56979	PRDM9
1004	CDH6
55322	C5orf22
23037	PDZD2
10923	SUB1
4883	NPR3
6897	TARS
51289	RXFP3
26064	RAI14
153657	TTC23L
55299	BRIX1
134218	DNAJC21
79925	SPEF2
3575	IL7R
6502	SKP2
6507	SLC1A3
25836	NIPBL
55100	WDR70
133584	EGFLAM
9180	OSMR
5734	PTGER4
84674	CARD6
730	C7
285636	C5orf51
26272	FBXO4
2690	GHR
100129792	CCDC152
7690	ZNF131
167359	NIM1K
23530	NNT
10884	MRPS30
79668	PARP8
3670	ISL1
53918	PELO
3672	ITGA1
3673	ITGA2
10468	FST
4724	NDUFS4
8988	HSPB3
112574	SNX18
3003	GZMK
3001	GZMA
493869	GPX8
23517	MTREX
54514	DDX4
133396	IL31RA
4214	MAP3K1
133383	SETD9
65056	GPBP1
202309	GAPT
115827	RAB3C
25859	PART1
91942	NDUFAF2
57688	ZSWIM6
285668	C5orf64
3796	KIF2A
51194	IPO11
100130733	LRRC70
285671	RNF180
401190	RGS7BP
100132916	SHISAL2B
10283	CWC27
23398	PPWD1
80006	TRAPPC13
57486	NLN
55914	ERBIN
140890	SREK1
375449	MAST4
5295	PIK3R1
64924	SLC30A5
891	CCNB1
64946	CENPH
92259	MRPS36
1022	CDK7
5884	RAD17
153562	MARVELD2
100506658	OCLN
730394	GTF2H2C
728340	GTF2H2
728492	SERF1B
6607	SMN2
6606	SMN2
8293	SERF1B
55814	BDP1
5370	PMCHL2
64087	MCCC2
9607	CARTPT
4131	MAP1B
79810	PTCD2
3842	TNPO1
115548	FCHO2
134285	TMEM171
134288	TMEM174
689	BTF3
65991	FUNDC2
84135	UTP15
64283	ARHGEF28
3074	HEXB
10412	NSA2
3156	HMGCR
51426	POLK
728780	ANKDD1B
22987	SV2C
10788	IQGAP2
2149	F2R
2150	F2RL1
170591	S100Z
1393	CRHBP
55109	AGGF1
8622	
9522	SCAMP1
23743	BHMT2
635	BHMT
133746	JMY
167153	TENT2
202333	CMYA5
7060	THBS4
84654	SPZ1
9765	ZFYVE16
167555	FAM151B
4437	MSH3
5924	RASGRF2
1160	CKMT2
84240	ZCCHC9
83734	ATG10
92270	ATP6AP1L
7518	XRCC4
1462	VCAN
1350	COX7C
5921	RASA1
10622	POLR3G
84059	ADGRV1
7025	NR2F1
84250	SLF1
153643	FAM81B
153642	ARSK
285601	GPR150
317671	RFESD
22836	RHOBTB3
831	CAST
64167	ERAP2
4012	LNPEP
285704	RGMB
345757	FAM174A
5066	PAM
23262	PPIP5K2
90355	C5orf30
9366	RAB9BP1
2241	FER
4124	MAN2A1
91137	SLC25A46
85480	TSLP
134430	WDR36
814	CAMK4
324	APC
6728	SRP19
167227	DCP2
64848	YTHDC2
3781	KCNN2
55521	TRIM36
1176	AP3S1
644100	ARL14EPL
51397	COMMD10
1657	DMXL1
25816	TNFAIP8
3295	HSD17B4
340069	FAM170A
51334	PRR16
94033	FTMT
153443	SRFBP1
133923	ZNF474
9627	SNCAIP
6643	SNX2
28966	SNX24
93166	PRDM6
1456	CSNK1G3
65983	GRAMD2B
51808	PHAX
389320	TEX43
4001	LMNB1
84466	MEGF10
133619	PRRC1
613212	CTXN3
728586	CCDC192
6558	SLC12A2
28965	SLC27A6
51015	ISOC1
171019	ADAMTS19
100127206	KIAA1024L
337876	CHSY3
90624	LYRM7
56990	CDC42SE2
3562	IL3
1437	CSF2
8572	PDLIM4
6583	SLC22A4
6584	SLC22A5
10111	RAD50
3596	IL13
3565	IL4
645121	CCNI2
134548	SOWAHA
27089	UQCRQ
116842	LEAP2
3308	HSPA4
6932	TCF7
7320	UBE2B
23338	JADE2
10802	SEC24A
819	CAMLG
9879	DDX46
134553	C5orf24
79770	TXNDC15
84105	PCBD2
347732	CATSPER3
100996485	C5orf66
153328	SLC25A48
7045	TGFBI
4090	SMAD5
4888	NPY6R
9499	MYOT
27039	PKD2L2
7478	WNT8A
10112	KIF20A
51307	FAM53C
51780	KDM3B
51308	REEP2
1958	EGR1
1495	CTNNA1
9782	
51247	PAIP2
7322	UBE2D2
51523	CXXC5
84249	PSD2
5813	PURA
492311	IGIP
54853	WDR55
83697	SLC4A9
54882	ANKHD1
113829	SLC35A4
55374	TMCO6
3550	IK
23438	HARS2
153527	ZMAT2
9752	PCDHA9
29930	PCDHB1
56133	PCDHB2
56132	PCDHB3
56131	PCDHB4
26167	PCDHB5
56130	PCDHB6
56129	PCDHB7
56128	PCDHB8
57717	PCDHB16
56127	PCDHB9
56126	PCDHB10
56125	PCDHB11
56124	PCDHB12
56123	PCDHB13
56122	PCDHB14
56121	PCDHB15
5098	PCDHGC3
285613	RELL2
9812	DELE1
9604	RNF14
80762	NDFIP1
23092	ARHGAP26
57824	HMHB1
57528	KCTD16
153769	SH3RF2
5459	POU4F3
10915	TCERG1
202374	STK32A
117156	SCGB3A2
11005	SPINK5
408187	SPINK14
404203	SPINK6
105378220	MARCOL
153218	SPINK13
84651	SPINK7
643394	SPINK9
81545	FBXO38
154	ADRB2
22885	ABLIM3
134265	AFAP1L1
134266	GRPEL2
78991	PCYOX1L
389337	ARHGEF37
133522	PPARGC1B
1836	SLC26A2
22993	HMGXB3
1044	CDX1
6534	SLC6A7
6949	TCOF1
3340	NDST1
11346	SYNPO
91977	MYOZ3
85027	SMIM3
345611	IRGM
2878	GPX3
2760	GM2A
206358	SLC36A1
10146	G3BP1
2890	GRIA1
4238	MFAP3
55568	GALNT10
79685	SAP30L
23367	LARP1
9337	CNOT8
29093	MRPL22
285643	KIF4B
6444	SGCD
153743	PPP1R2B
3702	ITK
26999	CYFIP2
348938	NIPAL4
100190949	C5orf52
54974	THG1L
134353	LSM11
134510	UBLCP1
147	ADRA1B
7265	TTC1
2172	FABP6
9232	PTTG1
2559	GABRA6
2554	GABRA1
2566	GABRG2
900	CCNG1
3161	HMMR
27430	MAT2B
57451	TENM2
23286	WWC1
5917	RARS
345630	FBLL1
6134	RPL10
54908	SPDL1
1794	DOCK2
2299	FOXI1
133874	C5orf58
30820	KCNIP1
2568	GABRP
64901	RANBP17
30012	TLX3
4869	NPM1
8817	FGF18
644994	SMIM23
285588	EFCAB9
54492	NEURL1B
57222	ERGIC1
51121	RPL26L1
8992	ATP6V0E1
153222	CREBRF
662	BNIP1
80315	CPEB4
133491	C5orf47
51617	NSG2
4488	MSX2
94081	SFXN1
3274	HRH2
10814	CPLX2
202134	FAM153B
375484	SIMC1
285598	ARL10
192286	HIGD2A
23197	FAF2
54825	CDHR2
253314	EIF4E1B
26262	TSPAN17
90249	UNC5A
23567	ZNF346
2264	FGFR4
64324	NSD1
27166	PRELID1
10636	RGS14
6569	SLC34A1
2870	GRK6
80758	PRR7
54732	TMED9
11285	B4GALT7
84321	THOC3
653316	FAM153C
23138	N4BP3
64777	RMND5B
3182	HNRNPAB
345462	ZNF879
80108	ZFP2
285676	ZNF454
30832	ZNF354C
80230	RUFY1
821	CANX
9794	MAML1
4056	LTC4S
8878	SQSTM1
57472	CNOT6
79908	BTNL8
10917	BTNL3
153579	BTNL9
285659	OR2V2
90933	TRIM41
133957	CCDC127
6550	SLC9A3
11076	TPPP
79844	ZDHHC11
65980	BRD9
10723	SLC12A7
7015	TERT
81037	CLPTM1L
6531	SLC6A3
79888	LPCAT1
64979	MRPL36
50805	IRX4
153572	IRX2
84246	MED10
54888	NSUN2
134121	C5orf49
79072	FASTKD3
9037	SEMA5A
50834	TAS2R1
134145	FAM173B
134147	CMBL
1611	DAP
1501	CTNND2
1767	DNAH5
56172	ANKH
441061	MARCH11
90441	ZNF622
54463	RETREG1
4651	MYO10
1016	CDH18
1010	CDH12
1008	CDH10
1007	CDH9
29102	DROSHA
64083	GOLPH3
54545	MTMR12
51663	ZFR
81792	ADAMTS12
51151	SLC45A2
23600	AMACR
114899	C1QTNF3
5810	RAD1
64902	AGXT2
5618	PRLR
133690	CAPSL
133688	UGT3A1
167127	UGT3A2
92255	LMBRD2
133686	NADK2
202151	RANBP3L
65250	CPLANE1
9631	NUP155
2668	GDNF
3977	LIFR
253260	RICTOR
2533	FYB1
735	C9
1601	DAB2
23548	TTC33
5562	PRKAA1
6167	RPL37
133558	MROH2B
729	C6
345557	PLCXD3
5019	OXCT1
6414	SELENOP
389289	ANXA2R
3157	HMGCS1
56477	CCL28
64417	TMEM267
375444	C5orf34
10605	PAIP1
2255	FGF10
348980	HCN1
133418	EMB
4338	MOCS2
54622	ARL15
11082	ESM1
166979	CDC20B
345643	MCIDAS
10309	CCNO
54505	DHX29
8611	PLPP1
153129	SLC38A9
3572	IL6ST
79722	ANKRD55
101928448	C5orf67
166968	MIER3
345651	ACTBL2
10769	PLK2
5144	PDE4D
55789	DEPDC1B
79993	ELOVL7
1161	ERCC8
643155	SMIM15
27292	DIMT1
3350	HTR1A
285672	SREK1IP1
11174	ADAMTS6
64105	CENPK
373	TRIM23
54557	SGTB
4064	CD180
202243	CCDC125
102157402	AK6
4671	NAIP
2966	GTF2H2
23107	MRPS27
167465	ZNF366
2297	FOXD1
57763	ANKRA2
8507	ENC1
84340	GFM2
26049	FAM169A
51301	GCNT4
256006	ANKRD31
10087	COL4A3BP
134359	POC5
2151	F2RL2
84327	ZBED3
55255	WDR41
23440	OTP
6902	TBCA
8546	AP3B1
10184	LHFPL2
411	ARSB
29958	DMGDH
9456	HOMER1
345778	MTX3
256987	SERINC5
340120	ANKRD34B
1719	DHFR
134526	ACOT12
23635	SSBP2
6228	RPS23
153339	TMEM167A
1404	HAPLN1
10085	EDIL3
902	CCNH
153396	TMEM161B
4208	MEF2C
1070	CETN3
153364	MBLAC2
116068	LYSMD3
57561	ARRDC3
83989	FAM172A
134187	POU5F2
285600	KIAA0825
79772	MCTP1
9652	TTC37
83890	SPATA9
2745	GLRX
22936	ELL2
5122	PCSK1
51752	ERAP1
167410	LIX1
55781	RIOK2
1105	CHD1
100652833	
7903	ST8SIA4
353189	SLCO4C1
133482	SLCO6A1
54826	GIN1
83594	NUDT12
1946	EFNA5
64839	FBXL17
9867	PJA2
642987	TMEM232
134429	STARD4
9315	NREP
64097	EPB41L4A
7905	REEP5
4163	MCC
83942	TSSK1B
5229	PGGT1B
153733	CCDC112
56929	FEM1C
100302736	TMED7-TICAM2
1036	CDO1
9140	ATG12
57556	SEMA6A
285605	DTWD2
4015	LOX
5480	PPIC
153241	CEP120
57507	ZNF608
501	ALDH7A1
115123	MARCH3
401207	C5orf63
2201	FBN2
3094	HINT1
96459	FNIP1
23305	ACSL6
51735	RAPGEF6
8974	P4HA2
3659	IRF1
3567	IL5
11127	KIF3A
23176	SEPT8
134549	SHROOM1
2661	GDF9
27125	AFF4
54819	ZCCHC10
23105	FSTL4
56951	C5orf15
7416	VDAC1
6500	SKP1
5515	PPP2CA
51128	SAR1B
51265	CDKL3
91368	CDKN2AIPNL
5307	PITX1
9555	H2AFY
497189	TIFAB
4762	NEUROG1
9547	CXCL14
3578	IL9
3950	LECT2
9597	SMAD5-AS1
389332	SMIM32
57113	TRPC7
6695	SPOCK1
26249	KLHL3
10949	HNRNPA0
51306	FAM13B
8382	NME5
10902	BRD8
8697	CDC23
2676	GFRA3
995	CDC25C
2107	ETF1
3313	HSPA9
26045	LRRTM2
64374	SIL1
389333	PROB1
9963	SLC23A1
51237	MZB1
202051	SPATA24
202052	DNAJC18
340061	TMEM173
9542	NRG2
5201	PFDN1
1839	HBEGF
10011	SRA1
10307	APBB3
929	CD14
4695	NDUFA2
373863	DND1
3035	HARS
56142	PCDHA6
6879	TAF7
83884	SLC25A2
1729	DIAPH1
8841	HDAC3
89848	FCHSD1
64411	ARAP3
5097	PCDH1
51294	PCDH12
10007	GNPDA1
81848	SPRY4
2246	FGF1
2908	NR3C1
81555	YIPF5
153768	PRELID2
643226	GRXCR2
153770	PLAC8L1
51520	LARS
134391	GPR151
5521	PPP2R2B
1809	DPYSL3
9832	JAKMIP2
6690	SPINK1
389336	C5orf46
3360	HTR4
79628	SH3TC2
27190	IL17B
1452	CSNK1A1
5145	PDE6A
81789	TIGD6
1436	CSF1R
5159	PDGFRB
815	CAMK2A
340075	ARSI
972	CD74
6208	RPS14
55696	RBM22
51164	DCTN4
91975	ZNF300
10318	TNIP1
309	ANXA6
26112	CCDC69
285641	SLC36A3
153201	SLC36A2
2196	FAT2
6678	SPARC
475	ATOX1
2741	GLRA1
56923	NMUR2
10827	FAM114A2
9421	HAND1
10826	FAXDC2
25929	GEMIN5
91937	TIMD4
26762	HAVCR1
84868	HAVCR2
9443	MED7
153745	FAM71B
408263	FNDC9
8728	ADAM19
11063	SOX30
9685	CLINT1
1879	EBF1
153830	RNF145
3593	IL12B
114825	PWWP2A
79616	CCNJL
114898	C1QTNF2
63920	ZBED8
10569	SLU7
23120	ATP10B
2561	GABRB2
134492	NUDCD2
79646	PANK3
6586	SLIT3
100131897	FAM196B
3937	LCP2
3779	KCNMB1
23291	FBXW11
6793	STK10
92181	UBTD2
285590	SH3PXD2B
1843	DUSP1
1482	NKX2-5
8614	STC2
91272	BOD1
1812	DRD1
57179	KIAA1191
51491	NOP16
1212	CLTB
22838	RNF44
114787	GPRIN1
6620	SNCB
3101	HK3
51720	UIMC1
53917	RAB24
83463	MXD3
10960	LMAN2
345456	PFN3
2161	F12
1627	DBN1
9260	PDLIM7
79930	DOK3
51428	DDX41
54540	FAM193B
285596	FAM153A
5626	PROP1
55651	NHP2
85007	PHYKPL
91522	COL23A1
57396	CLK4
6940	ZNF354A
2916	GRM6
9509	ADAMTS2
3187	HNRNPH1
285679	C5orf60
646019	CBY3
11282	MGAT4B
51149	MRNIP
23061	TBC1D9B
55819	RNF130
255426	RASGEF1C
5601	MAPK9
9945	GFPT2
92304	SCGB3A1
2324	FLT4
134083	OR2Y1
4245	MGAT1
643836	ZFP62
26693	OR2V1
81786	TRIM7
10399	RACK1
84851	TRIM52
56940	DUSP22
3662	IRF4
94234	FOXQ1
2295	FOXF2
2296	FOXC1
56897	WRNIP1
4835	NQO2
8737	RIPK1
670	BPHL
389362	PSMG4
26240	FAM50B
8899	PRPF4B
404220	C6orf201
9425	CDYL
648791	PPP1R3G
10667	FARS2
9450	LY86
6239	RREB1
83732	RIOK1
1832	DSP
154007	SNRNP48
654	BMP6
2651	GCNT2
55003	PAK1IP1
51522	TMEM14C
81853	TMEM14B
221711	SYCP2L
221710	SMIM13
100113407	TMEM170B
3096	HIVEP1
1906	EDN1
221692	PHACTR1
23408	SIRT5
51406	NOL7
221687	RNF182
9308	CD83
3720	JARID2
29116	MYLIP
2766	GMPR
401236	STMND1
221662	RBM24
10486	CAP2
51439	FAM8A1
221656	KDM1B
255488	RNF144B
3400	ID4
1871	E2F3
54901	CDKAL1
6659	SOX4
154150	HDGFL1
140767	NRSN1
353219	KAAG1
57380	MRS2
7915	ALDH5A1
55856	ACOT13
51053	GMNN
55604	CARMIL1
10590	SCGN
255626	HIST1H2BA
10050	SLC17A4
10475	TRIM38
8350	HIST1H3A
8359	HIST1H4A
8352	HIST1H3C
3077	HFE
8364	HIST1H4C
8334	HIST1H2AC
3008	HIST1H1E
3017	HIST1H2BD
8344	HIST1H2BE
8343	HIST1H2BF
8367	HIST1H4E
3012	HIST1H2AE
8353	HIST1H3E
8361	HIST1H4F
8345	HIST1H2BH
8346	HIST1H2BI
11118	BTN3A2
10385	BTN2A2
11119	BTN3A1
10384	BTN3A3
11120	BTN2A1
696	BTN1A1
10473	HMGN4
29777	ABT1
8969	HIST1H2AG
8294	HIST1H4I
85235	HIST1H2AH
10279	PRSS16
346157	ZNF391
8329	HIST1H2AI
8357	HIST1H3H
8342	HIST1H2BM
8363	HIST1H4J
8341	HIST1H2BN
8332	HIST1H2AL
8348	HIST1H2BO
26212	OR2B6
7718	ZNF165
80345	ZSCAN16
7745	ZKSCAN8
7746	ZSCAN9
222698	NKAPL
7741	ZSCAN26
84547	PGBD1
80317	ZKSCAN3
2880	GPX5
442185	OR2J1
442186	OR2J3
26707	OR2J2
442191	OR14J1
26529	OR12D2
442194	OR10C1
26716	OR2H1
7932	OR2H2
4340	MOG
3134	HLA-F
3135	HLA-G
3105	HLA-A
10255	HCG9
30834	ZNRD1
6992	PPP1R11
135644	TRIM40
89870	TRIM15
3139	HLA-L
202658	RPP21
3133	HLA-E
80742	PRR3
23	ABCF1
28973	MRPS18B
79969	ATAT1
221545	C6orf136
203068	TUBB
780	DDR1
2968	GTF2H4
57176	
135656	MUCL3
394263	
170679	PSORS1C1
6941	TCF19
100507436	MICA
4277	MICB
10866	HCP5
401250	MCCD1
4795	NFKBIL1
4049	LTA
7124	TNF
7940	LST1
199	AIF1
7916	PRRC2A
55937	APOM
1460	CSNK2B
58496	LY6G5B
259215	LY6G6F
80739	MPIG6B
401251	SAPCD1
3303	HSPA1A
3304	HSPA1B
50854	C6orf48
717	C2
629	CFB
6499	SKIV2L
8859	STK19
721	C4B
1589	CYP21A2
9374	PPT2
6048	RNF5
3122	HLA-DRA
3118	HLA-DQA2
5698	PSMB9
6046	BRD2
3115	HLA-DPB1
3116	HLA-DPB2
7922	SLC39A7
7923	HSD17B8
6015	RING1
6222	RPS18
8705	B3GALT4
10471	PFDN6
3833	KIFC1
5252	PHF1
8831	SYNGAP1
3710	ITPR3
3159	HMGA1
29993	PACSIN1
6631	SNRPC
54887	UHRF1BP1
23294	ANKS1A
222663	SCUBE3
7629	ZNF76
50619	DEF6
5467	PPARD
2178	FANCE
4736	RPL10A
221481	ARMC12
389383	CLPSL2
340204	CLPSL1
222662	LHFPL5
1432	MAPK14
5603	MAPK13
27154	BRPF3
285848	PNPLA1
222658	KCTD20
6428	SRSF3
1026	CDKN1A
401258	RAB44
221477	C6orf89
221476	PI16
221472	FGD2
5292	PIM1
55633	TBC1D22B
9025	RNF8
23070	CMTR1
60685	ZFAND3
1769	DNAH8
2740	GLP1R
23500	DAAM2
222642	TSPO2
10930	APOBEC2
4800	NFYA
285852	TREML4
9436	NCR2
116113	FOXP4
4188	MDFI
100188893	TOMM6
705	BYSL
129685	TAF8
2978	GUCA1A
23304	UBR2
23506	BICRAL
285855	RPL7L1
171558	PTCRA
10695	CNPY3
27232	GNMT
5528	PPP2R5D
116138	KLHDC3
88745	RRP36
89953	KLC4
5754	PTK7
6722	SRF
23113	CUL9
84630	TTBK1
10864	SLC22A7
89845	ABCC10
93643	TJAP1
9533	POLR1C
5429	POLH
9587	MAD2L1BP
221421	RSPH9
7422	VEGFA
221416	C6orf223
55362	TMEM63B
11131	CAPN11
101929726	MYMX
2030	SLC29A1
3326	HSP90AB1
441151	TMEM151B
988	CDC5L
860	RUNX2
22875	ENPP4
221400	TDRD6
100287718	ANKRD66
4224	MEP1A
23607	CD2AP
222611	ADGRF2
221393	ADGRF4
221391	OPN5
55166	CENPQ
389396	GLYATL3
135398	C6orf141
83741	TFAP2D
7021	TFAP2B
3605	IL17A
85315	PAQR8
114327	EFHC1
28978	TMEM14A
26268	FBXO9
2729	GCLC
55227	LRRC1
90523	MLIP
27283	TINAG
222584	FAM83B
3062	HCRTR2
389400	GFRAL
221336	BEND6
57691	KIAA1586
26036	ZNF451
9532	BAG2
5558	PRIM2
7803	PTP4A1
23469	PHF3
577	ADGRB3
1310	COL19A1
57579	FAM135A
135154	SDHAF4
60682	SMAP1
10434	LYPLA1
79627	OGFRL1
22999	RIMS1
56479	KCNQ5
154288	KHDC3L
55510	DDX43
25821	MTO1
135228	CD109
26054	SENP6
4646	MYO6
101928601	MEI4
134728	IRAK1BP1
83699	SH3BGRL2
7272	TTK
594	BCKDHB
7162	TPBG
23033	DOPEY1
112611	RWDD2A
167681	PRSS35
134701	RIPPLY2
51167	CYB5R4
112609	MRAP2
4907	NT5E
3354	HTR1E
23036	ZNF292
57150	SMIM8
206412	C6orf163
154313	CFAP206
10559	SLC35A1
23595	ORC3
81833	SPACA1
10957	PNRC1
135293	PM20D2
22881	ANKRD6
9994	CASP8AP2
84694	GJA10
79694	MANEA
10690	FUT9
23376	UFL1
9457	FHL5
114792	KLHL32
5454	POU3F2
100130890	TSTD3
59336	PRDM13
2898	GRIK2
389421	LIN28B
639	PRDM1
202	CRYBG1
55278	QRSL1
51250	C6orf203
55084	SOBP
7101	NR2E1
246269	AFG1L
2309	FOXO3
84071	ARMC2
285753	CEP57L1
6610	SMPD2
9896	FIG4
2830	GPR6
51362	CDC40
262	AMD1
112495	GTF3C6
84154	RPF2
117247	SLC16A10
91749	MFSD4B
8838	WISP3
619208	FAM229B
442247	RFPL4B
4082	MARCKS
221294	NT5DC1
29940	DSE
441168	CALHM6
254228	CALHM5
221301	CALHM4
51389	RWDD1
345895	RSPH4A
3841	KPNA5
222546	RFX6
245806	VGLL2
285761	DCBLD1
116150	NUS1
222553	SLC35F1
5350	PLN
25842	ASF1A
2697	GJA1
3298	HSF2
5570	PKIB
2173	FABP7
10924	SMPDL3A
134829	CLVS2
154215	NKAIN2
154214	RNF217
7164	TPD52L1
23493	HEY2
135112	NCOA7
135114	HINT3
60487	TRMT11
387103	CENPW
84870	RSPO3
81847	RNF146
352999	C6orf58
3908	LAMA2
84456	L3MBTL3
114801	TMEM200A
100507203	SMLR1
9465	AKAP7
383	ARG1
5169	ENPP3
5167	ENPP1
134860	TAAR9
83551	TAAR8
319100	TAAR6
6206	RPS12
2070	EYA4
6943	TCF21
9519	TBPL1
4602	MYB
27115	PDE7B
5191	PEX7
340146	SLC35D3
